gene_name	NES	pvalues	reg_exp_meas	reg_exp_sign	pWeight	raw_weight	weight	weightedNES	UNIPROT	mf
AKT1	-1.1449139437002702	0.0016875766399726065	1265	152	0.0016875766399726065	6.384461719968814	0.5774436370302716	-2.6444930869478225	P31749	kin
AURKA	-2.1371729905017443	0.032583923995916704	9	2	0.032583923995916704	3.423936241197158	0.30967844789369364	-2.6473456583156154	O14965	kin
BRSK2	3.1370319709253196	0.001706675158622019	1120	145	0.001706675158622019	6.37320815285612	0.576425806395812	7.233064734120283	Q8IWQ3	kin
CAMK2G	-2.5054809700254004	0.01222849785297841	1405	128	0.01222849785297841	4.403986161603545	0.39831921595416164	-3.9919248622743595	Q13555	kin
CDK11B	-4.278833387158751	1.8787542623809555e-5	11	2	1.8787542623809555e-5	10.882316534155377	0.9842528179224537	-16.84581527492671	P211272;P21127	kin
CHUK	2.052779964028615	0.040093922582610096	10	2	0.040093922582610096	3.216530512698856	0.29091960439865305	2.3887757402107437	O15111	kin
DUSP8	3.154459467327624	0.0016079571247603944	6	NA	0.0016079571247603944	6.432790772287068	0.5818147657125209	7.34124438373146	Q13202	phos
GRK2	-2.2181518764457158	0.026544478700332438	1136	94	0.026544478700332438	3.6289335114767853	0.32821945800912805	-2.912162426675773	P25098	kin
GRK3	-2.131165361463927	0.03307552155080647	1205	108	0.03307552155080647	3.4089618003735764	0.3083240822555352	-2.628358416832605	P35626	kin
GRK4	-2.8105713327000172	0.0049453625202189435	1196	97	0.0049453625202189435	5.309305006135706	0.48020092018987093	-5.39855576088728	P32298	kin
GRK5	-3.041895605924638	0.0023509341283485547	1238	118	0.0023509341283485547	6.052942528383914	0.5474593319892735	-6.661256545602435	P34947	kin
GRK6	-4.317433193566801	1.5785416398769142e-5	1390	115	1.5785416398769142e-5	11.05642405690604	1	-17.269732774267204	P43250	kin
HUNK	2.0226092109377394	0.043113453800951634	840	96	0.043113453800951634	3.143920177427764	0.2843523512888433	2.3005347394744726	P57058	kin
IKBKE	2.3895501210726406	0.016869021961225864	11	2	0.016869021961225864	4.082276359135946	0.3692221226433589	3.529099071460543	Q14164	kin
IRAK1	2.6636964251572848	0.007728727510297219	576	71	0.007728727510297219	4.862811046971554	0.43981770434484696	4.68616338713701	P51617	kin
MAP3K13	-2.7957240240582393	0.005178359868354366	8	NA	0.005178359868354366	5.2632669005787065	0.47603699654511494	-5.323472270326827	O43283	kin
MAP3K8	2.559620961849264	0.010478638205728516	8	1	0.010478638205728516	4.558416550733938	0.41228669660934986	4.221190683731519	P41279	kin
MAPK1	-0.17167918861555775	0.01307118105143567	186	13	0.01307118105143567	4.337345391891003	0.39229188113328733	-0.2693934074137344	P28482	kin
MARK1	2.834877638707871	0.004584324056826774	1099	140	0.004584324056826774	5.385112609043294	0.4870573506702338	5.5229919687333755	Q9P0L2	kin
MARK2	3.655096326534983	2.5708543196834114e-4	1067	121	2.5708543196834114e-4	8.266102108198101	0.7476288957128906	10.930622521326368	Q7KZI7	kin
MARK3	2.58856610711141	0.009637644612889873	1110	126	0.009637644612889873	4.642078534976745	0.4198535178358341	4.347274344885344	P27448;P27448	kin
MARK4	3.7364908976872444	1.866062007420067e-4	1115	132	1.866062007420067e-4	8.586510039974486	0.7766082411257732	11.607158496141409	Q96L34	kin
MASTL	4.314197042661668	1.6018403119923992e-5	768	93	1.6018403119923992e-5	11.041772301696728	0.9986748197126031	17.233919815139146	Q96GX5	kin
NEK1	2.07055836349599	0.03840008656307889	322	32	0.03840008656307889	3.259695565144151	0.29482367430616835	2.4417984983650185	Q96PY6	kin
NEK3	2.6143934926104553	0.00893860247037468	597	63	0.00893860247037468	4.717376025240772	0.4266638110985092	4.4618683650732764	P51956	kin
NEK9	2.3496769877329617	0.018789708843029527	522	50	0.018789708843029527	3.974445960991903	0.35946938544830803	3.3785477711295973	Q8TD19	kin
PRKAB1	3.592506378861881	3.275126345534203e-4	19	7	3.275126345534203e-4	8.02398392484404	0.7257304788189737	10.428765497966602	Q9Y478	kin
PRKAG1	3.103143755595238	0.0019147660628324775	15	4	0.0019147660628324775	6.2581598242125125	0.5660202423498358	7.025768722353586	P54619	kin
PRKAG2	2.5485662294066045	0.010816674616862521	19	6	0.010816674616862521	4.526666389505424	0.4094150483200748	4.173685463837663	Q9UGJ0	kin
PRKAG3	3.103143755595238	0.0019147660628324775	15	4	0.0019147660628324775	6.2581598242125125	0.5660202423498358	7.025768722353586	Q9UGI9	kin
PRKCE	-2.1269426214776463	0.03342485094678323	13	2	0.03342485094678323	3.3984556153374097	0.3073738487096715	-2.6150661581928887	Q02156	kin
ULK1	2.840595606452732	0.004502937312178958	536	63	0.004502937312178958	5.403025359105606	0.48867747214622975	5.55254032140403	O75385	kin
